区分,順位,順位変動,前回順位,コード,銘柄名,市場,現在値,更新時刻,前日比,前日比%,出来高,売買代金(推計),時価総額,PER,PBR
"値上がり","27","NEW","","6590","芝浦メカト","東P","5,525.0","07/09 23:59","+225","+4.2%","18,800","101,829千円","3,627億円","30.5倍","6.5倍"
"値上がり","28","NEW","","6584","三櫻工業","東P","887.0","07/09 23:54","+36","+4.2%","4,200","3,676千円","318億円","-","0.7倍"
"値上がり","29","NEW","","5801","古河電気工","東P","3,690.0","07/09 23:59","+147","+4.1%","187,200","681,279千円","25,959億円","31.7倍","6.2倍"
"値上がり","30","NEW","","4576","デ･ウエス","東G","83.3","07/09 21:48","+3","+4.1%","1,200","99千円","46億円","-","3.5倍"
"値下がり","1","↑1","2","4811","ドリーム･","東G","720.0","07/09 19:06","-120","-14.3%","200","144千円","84億円","13.6倍","2.9倍"
"値下がり","2","NEW","","4245","ダイキアク","東S","581.1","07/09 22:23","-90","-13.4%","600","348千円","77億円","14.3倍","0.8倍"
"値下がり","3","NEW","","4261","アジアクエ","東G","3,000.0","07/09 17:13","-320","-9.6%","400","1,200千円","44億円","14.0倍","2.2倍"
"値下がり","4","NEW","","4828","ビジネスエ","東P","1,019.0","07/09 17:17","-76","-6.9%","200","204千円","608億円","13.2倍","3.8倍"
"値下がり","5","NEW","","7649","スギHD","東P","3,022.1","07/09 23:59","-156","-4.9%","14,800","44,790千円","5,469億円","16.7倍","1.9倍"
"値下がり","6","NEW","","3133","海帆","東G","102.1","07/09 23:53","-4","-3.7%","199,400","20,472千円","60億円","-","24.3倍"
"値下がり","7","NEW","","4346","NEXYZ","東S","821.0","07/09 22:18","-29","-3.4%","200","164千円","107億円","11.2倍","2.9倍"
"値下がり","8","NEW","","4728","トーセ","東S","629.0","07/09 22:49","-21","-3.2%","4,800","3,019千円","48億円","6.0倍","0.8倍"
"値下がり","9","NEW","","9765","オオバ","東P","1,085.0","07/09 23:51","-35","-3.1%","7,000","7,558千円","172億円","11.8倍","1.2倍"
"値下がり","10","NEW","","8894","REVOL","東S","25.2","07/09 23:04","-1","-3.1%","28,200","711千円","37億円","-","4.7倍"
"値下がり","11","NEW","","8346","東邦銀行","東P","801.0","07/09 18:48","-25","-3.0%","1,400","1,138千円","2,002億円","15.4倍","0.9倍"
"値下がり","12","NEW","","7504","高速","東P","3,665.0","07/09 23:07","-110","-2.9%","2,200","8,060千円","717億円","17.9倍","1.7倍"
"値下がり","13","NEW","","2986","LAHD","東G","2,880.0","07/09 23:53","-86","-2.9%","10,200","29,638千円","659億円","5.7倍","2.3倍"
"値下がり","14","NEW","","8119","三栄コーポ","東S","760.0","07/09 17:45","-22","-2.8%","200","152千円","72億円","10.3倍","0.5倍"
"値下がり","15","NEW","","2370","メディネッ","東G","24.3","07/09 23:47","-1","-2.8%","65,400","1,596千円","67億円","-","1.9倍"
"値下がり","16","NEW","","4825","ウェザーニ","東P","2,012.0","07/09 23:57","-56","-2.7%","7,000","14,025千円","894億円","23.2倍","3.7倍"
"値下がり","17","↑11","28","2388","ウェッジH","東G","40.0","07/09 23:20","-1","-2.4%","63,800","2,537千円","17億円","-","0.7倍"
"値下がり","18","NEW","","4438","Welby","東G","241.0","07/09 22:04","-6","-2.4%","400","96千円","20億円","-","16.0倍"
"値下がり","19","NEW","","7314","小田原機器","東S","1,464.9","07/09 23:59","-35","-2.3%","5,600","8,241千円","46億円","55.1倍","1.2倍"
"値下がり","20","NEW","","4011","ヘッドウォ","東G","2,009.0","07/09 20:34","-48","-2.3%","200","402千円","77億円","19.8倍","5.8倍"
"値下がり","21","NEW","","2134","北浜キャピ","東S","26.4","07/09 23:42","-1","-2.2%","223,200","5,882千円","145億円","8.0倍","2.8倍"
"値下がり","22","NEW","","8836","RISE","東S","26.4","07/09 23:59","-1","-2.2%","800","21千円","25億円","-","1.5倍"
"値下がり","23","NEW","","254A","AIフュー","東S","1,201.0","07/09 23:59","-27","-2.2%","9,200","11,368千円","105億円","20.9倍","2.2倍"
"値下がり","24","NEW","","4448","kubel","東G","276.0","07/09 22:09","-6","-2.1%","400","110千円","116億円","-","5.4倍"
"値下がり","25","NEW","","4584","キッズウェ","東G","140.1","07/09 20:12","-3","-2.0%","600","85千円","70億円","-","4.3倍"
"値下がり","26","NEW","","8558","東和銀行","東P","1,300.1","07/09 23:43","-26","-2.0%","3,000","3,906千円","461億円","8.4倍","0.5倍"
"値下がり","27","NEW","","9414","日本BS放","東S","906.0","07/09 23:38","-18","-1.9%","2,800","2,540千円","162億円","12.4倍","0.7倍"
"値下がり","28","NEW","","4594","ブライトパ","東G","48.1","07/09 23:51","-1","-1.8%","59,600","2,921千円","67億円","-","2.8倍"
"値下がり","29","NEW","","7875","竹田iPH","東S","834.0","07/09 17:21","-15","-1.8%","200","167千円","139億円","12.2倍","0.7倍"
"値下がり","30","NEW","","2594","キーコーヒ","東P","1,950.0","07/09 23:48","-35","-1.8%","200","390千円","418億円","55.7倍","1.3倍"
