区分,順位,順位変動,前回順位,コード,銘柄名,市場,現在値,更新時刻,前日比,前日比%,出来高,売買代金(推計),時価総額,PER,PBR
"値下がり","20","NEW","","6361","荏原製作所","東P","5,326.0","08/03 22:33","-229","-4.1%","800","4,294千円","24,321億円","24.4倍","4.7倍"
"値下がり","21","NEW","","7063","Birdm","東G","97.8","08/03 23:58","-4","-4.1%","26,600","2,618千円","33億円","-","2.1倍"
"値下がり","22","NEW","","5885","ジーデップ","東S","2,581.0","08/03 21:01","-106","-3.9%","600","1,552千円","142億円","17.1倍","4.0倍"
"値下がり","23","NEW","","8364","清水銀行","東P","2,500.0","08/03 19:55","-100","-3.8%","200","500千円","283億円","11.3倍","0.4倍"
"値下がり","24","NEW","","6961","エンプラス","東P","10,803.0","08/03 21:08","-417","-3.7%","200","2,161千円","977億円","19.5倍","1.5倍"
"値下がり","25","NEW","","6617","東光高岳","東P","7,117.0","08/03 23:11","-273","-3.7%","400","2,874千円","1,125億円","11.2倍","1.6倍"
"値下がり","26","↓19","7","1515","日鉄鉱業","東P","3,018.0","08/03 22:33","-112","-3.6%","600","1,833千円","2,375億円","19.8倍","1.5倍"
"値下がり","27","NEW","","6548","旅工房","東G","105.2","08/03 22:36","-4","-3.5%","600","63千円","21億円","-","2.4倍"
"値下がり","28","NEW","","3569","セーレン","東P","3,289.0","08/03 22:26","-116","-3.4%","600","1,982千円","1,928億円","12.3倍","1.2倍"
"値下がり","29","NEW","","9984","ソフトバン","東P","5,210.0","08/03 23:58","-183","-3.4%","402,800","2,081,258千円","296,914億円","-","1.7倍"
"値下がり","30","NEW","","6508","明電舎","東P","10,087.0","08/03 20:53","-353","-3.4%","600","6,079千円","4,576億円","18.3倍","2.6倍"
