区分,順位,順位変動,前回順位,コード,銘柄名,市場,現在値,更新時刻,前日比,前日比%,出来高,売買代金(推計),時価総額,PER,PBR
"値上がり","24","NEW","","4021","日産化学","東P","8,626.0","08/13 17:17","+583","+7.2%","200","1,725千円","11,515億円","22.4倍","4.6倍"
"値上がり","25","NEW","","9271","和心","東G","1,199.8","08/13 22:04","+81","+7.2%","7,600","8,825千円","101億円","15.1倍","5.1倍"
"値上がり","26","NEW","","4118","カネカ","東P","6,534.0","08/13 23:56","+427","+7.0%","8,600","55,712千円","3,930億円","12.5倍","0.8倍"
"値上がり","27","NEW","","3465","ケイアイス","東P","4,078.5","08/13 23:59","+254","+6.6%","7,800","31,412千円","1,266億円","9.0倍","1.7倍"
"値上がり","28","NEW","","4331","テイクアン","東P","725.9","08/13 23:54","+44","+6.4%","6,800","4,901千円","106億円","13.3倍","0.6倍"
"値上がり","29","NEW","","291A","リスキル","東G","1,931.0","08/13 23:06","+116","+6.4%","4,000","7,741千円","39億円","10.0倍","1.7倍"
"値上がり","30","NEW","","5707","東邦亜鉛","東P","1,090.0","08/13 23:41","+62","+6.0%","4,800","5,029千円","150億円","4.3倍","1.1倍"
"値下がり","1","NEW","","4045","東亞合成","東P","1,479.0","08/13 23:50","-400","-21.3%","200","296千円","1,566億円","13.3倍","0.7倍"
"値下がり","2","NEW","","9672","東京都競馬","東P","4,140.0","08/13 23:48","-1,000","-19.5%","200","828千円","1,078億円","10.0倍","1.1倍"
"値下がり","3","NEW","","3692","FFRIセ","東G","4,418.0","08/13 23:59","-842","-16.0%","32,400","142,786千円","349億円","30.8倍","9.3倍"
"値下がり","4","NEW","","480A","リブ･コン","東G","877.1","08/13 23:59","-163","-15.7%","34,800","30,627千円","58億円","10.0倍","1.5倍"
"値下がり","5","NEW","","3788","GMOグロ","東P","2,045.0","08/13 23:58","-299","-12.8%","30,000","61,241千円","235億円","22.3倍","2.3倍"
"値下がり","6","NEW","","5698","エンビプロ","東S","766.0","08/13 23:53","-107","-12.3%","69,200","52,979千円","218億円","10.4倍","1.2倍"
"値下がり","7","NEW","","7069","サイバー･","東G","600.0","08/13 23:59","-81","-11.9%","17,000","10,177千円","49億円","13.3倍","5.2倍"
"値下がり","8","↑4","12","3077","ホリイフー","東S","784.0","08/13 17:44","-105","-11.8%","200","157千円","54億円","13.4倍","5.3倍"
"値下がり","9","NEW","","4704","トレンドマ","東P","6,049.8","08/13 23:53","-801","-11.7%","34,400","208,983千円","7,852億円","25.6倍","6.8倍"
"値下がり","10","NEW","","4054","日本情報ク","東G","507.0","08/13 23:24","-67","-11.7%","17,400","8,803千円","70億円","19.4倍","1.6倍"
"値下がり","11","NEW","","2323","fonfu","東S","309.0","08/13 23:59","-39","-11.2%","36,400","11,216千円","65億円","14.6倍","4.6倍"
"値下がり","12","NEW","","3300","アンビショ","東G","2,064.9","08/13 23:59","-229","-10.0%","35,000","72,221千円","153億円","5.9倍","1.5倍"
"値下がり","13","NEW","","4664","アール･エ","東S","899.9","08/13 22:42","-96","-9.6%","13,400","11,986千円","27億円","39.8倍","1.2倍"
"値下がり","14","NEW","","3445","RS Te","東P","6,450.0","08/13 23:56","-650","-9.2%","10,400","66,038千円","1,715億円","17.2倍","1.9倍"
"値下がり","15","NEW","","3993","PKSHA","東P","2,688.0","08/13 23:58","-263","-8.9%","50,200","135,368千円","831億円","29.2倍","2.3倍"
"値下がり","16","NEW","","5537","AlbaL","東G","2,848.1","08/13 23:30","-277","-8.9%","22,000","62,100千円","231億円","16.5倍","9.4倍"
"値下がり","17","NEW","","4414","フレクト","東G","1,125.0","08/13 21:33","-109","-8.8%","600","665千円","61億円","8.1倍","2.7倍"
"値下がり","18","NEW","","155A","情報戦略テ","東G","790.0","08/13 23:57","-70","-8.1%","33,000","25,957千円","81億円","18.9倍","4.2倍"
"値下がり","19","NEW","","6707","サンケン電","東P","8,000.0","08/13 21:50","-707","-8.1%","1,800","14,289千円","1,599億円","159.9倍","1.3倍"
"値下がり","20","NEW","","4052","フィーチャ","東G","537.5","08/13 23:58","-46","-7.8%","80,200","43,145千円","31億円","74.8倍","4.5倍"
"値下がり","21","NEW","","4165","プレイド","東G","548.0","08/13 23:52","-46","-7.7%","22,400","11,964千円","225億円","37.5倍","4.4倍"
"値下がり","22","NEW","","6736","サン電子","東S","9,300.0","08/13 23:18","-780","-7.7%","1,400","13,380千円","2,002億円","26.3倍","4.1倍"
"値下がり","23","NEW","","3649","ファインデ","東P","827.0","08/13 22:21","-68","-7.6%","1,600","1,324千円","202億円","15.5倍","3.6倍"
"値下がり","24","NEW","","4168","ヤプリ","東G","733.0","08/13 23:58","-57","-7.2%","36,600","26,854千円","94億円","10.1倍","2.7倍"
"値下がり","25","NEW","","338A","Zenmu","東G","1,967.0","08/13 23:58","-150","-7.1%","6,400","12,472千円","54億円","17.8倍","7.0倍"
"値下がり","26","NEW","","3803","イメージ情","東G","532.0","08/13 19:44","-40","-7.0%","1,800","966千円","18億円","-","2.9倍"
"値下がり","27","NEW","","2332","クエスト","東S","1,675.0","08/13 23:56","-125","-6.9%","5,400","8,975千円","86億円","10.0倍","1.2倍"
"値下がり","28","NEW","","4040","南海化学","東S","3,680.0","08/13 23:56","-265","-6.7%","29,600","108,068千円","74億円","5.8倍","0.6倍"
"値下がり","29","NEW","","5892","yutor","東G","2,050.0","08/13 23:27","-147","-6.7%","8,400","17,085千円","112億円","14.0倍","5.8倍"
"値下がり","30","NEW","","3559","ピーバンド","東S","413.1","08/13 21:09","-29","-6.5%","2,200","908千円","19億円","15.2倍","1.4倍"
