区分,順位,順位変動,前回順位,コード,銘柄名,市場,現在値,更新時刻,前日比,前日比%,出来高,売買代金(推計),時価総額,PER,PBR
"値下がり","7","NEW","","8892","エスコン","東P","1,060.0","08/24 23:51","-78","-6.9%","800","848千円","1,016億円","7.3倍","1.2倍"
"値下がり","8","NEW","","7347","マーキュリ","東P","740.0","08/24 20:30","-48","-6.1%","200","148千円","143億円","14.3倍","0.8倍"
"値下がり","9","NEW","","7918","ヴィア･H","東S","101.7","08/24 17:03","-6","-5.8%","200","20千円","46億円","154.7倍","3.6倍"
"値下がり","10","NEW","","6232","ACSL","東G","1,515.5","08/24 23:48","-79","-4.9%","19,600","29,973千円","295億円","-","10.4倍"
"値下がり","11","NEW","","9218","メンタルヘ","東G","730.0","08/24 20:27","-37","-4.8%","400","292千円","77億円","26.8倍","5.4倍"
"値下がり","12","NEW","","479A","PRONI","東G","1,895.0","08/24 22:28","-84","-4.2%","800","1,533千円","85億円","9.3倍","4.1倍"
"値下がり","13","NEW","","6570","共和コーポ","東S","4,060.0","08/24 23:09","-160","-3.8%","200","812千円","243億円","19.9倍","3.9倍"
"値下がり","14","NEW","","6387","サムコ","東P","8,402.0","08/24 23:28","-298","-3.4%","1,000","8,485千円","675億円","35.2倍","4.6倍"
"値下がり","15","NEW","","285A","キオクシア","東P","49,330.0","08/24 23:58","-1,600","-3.1%","261,600","12,993,471千円","270,336億円","-","11.2倍"
"値下がり","16","NEW","","6871","日本マイク","東P","13,200.0","08/24 23:44","-370","-2.7%","3,800","50,743千円","5,118億円","22.3倍","5.6倍"
"値下がり","17","NEW","","5618","ナイル","東G","277.0","08/24 18:00","-7","-2.5%","200","55千円","24億円","50.9倍","7.2倍"
"値下がり","18","NEW","","6525","KOKUS","東P","8,080.5","08/24 23:57","-200","-2.4%","11,600","94,795千円","18,873億円","34.0倍","8.4倍"
"値下がり","19","NEW","","9706","日本空港ビ","東P","5,590.0","08/24 23:52","-137","-2.4%","4,000","22,390千円","5,189億円","21.4倍","2.4倍"
"値下がり","20","NEW","","4004","レゾナック","東P","15,400.0","08/24 23:58","-375","-2.4%","1,800","27,690千円","29,194億円","26.0倍","3.7倍"
"値下がり","21","NEW","","4062","イビデン","東P","18,360.0","08/24 23:58","-435","-2.3%","23,200","429,371千円","51,594億円","61.4倍","9.0倍"
"値下がり","22","NEW","","6276","シリウスビ","東S","385.0","08/24 23:21","-9","-2.3%","3,200","1,226千円","18億円","3.5倍","0.8倍"
"値下がり","23","NEW","","6327","北川精機","東S","3,020.0","08/24 23:55","-70","-2.3%","9,200","28,205千円","247億円","30.5倍","3.9倍"
"値下がり","24","NEW","","6855","日本電子材","東S","6,200.0","08/24 23:45","-140","-2.2%","2,600","16,278千円","908億円","13.6倍","2.0倍"
"値下がり","25","↓10","15","3823","THE W","東S","31.3","08/24 23:14","-1","-2.2%","400","13千円","46億円","-","3.0倍"
"値下がり","26","NEW","","5803","フジクラ","東P","4,907.0","08/24 23:58","-109","-2.2%","310,200","1,538,242千円","81,268億円","24.9倍","13.4倍"
"値下がり","27","NEW","","6613","QDレーザ","東G","2,280.1","08/24 23:58","-50","-2.1%","52,400","121,426千円","958億円","217.1倍","19.5倍"
"値下がり","28","NEW","","3909","ショーケー","東S","183.0","08/24 20:31","-4","-2.1%","200","37千円","16億円","14.3倍","0.9倍"
"値下がり","29","NEW","","6920","レーザーテ","東P","34,080.0","08/24 23:58","-730","-2.1%","5,800","199,105千円","30,546億円","33.9倍","12.4倍"
"値下がり","30","NEW","","6627","テラプロー","東S","9,830.0","08/24 22:49","-210","-2.1%","400","3,954千円","894億円","14.9倍","2.1倍"
